Grouping;Treatment;Dish;Time;G;PG
CM_6wks_0C;15;2;14;20;22
CM_6wks_0C;15;2;15;21;22
CM_6wks_0C;15;2;16;21;22
CM_6wks_0C;15;2;17;21;22
CM_6wks_0C;15;2;18;21;22
CM_6wks_0C;15;2;19;21;22
CM_6wks_0C;15;2;20;21;22
CM_6wks_0C;15;2;21;21;22
CM_6wks_0C;15;2;22;21;22
CM_6wks_0C;15;2;23;21;22
CM_6wks_0C;15;2;24;21;22
CM_6wks_0C;15;2;25;21;22
CM_6wks_0C;15;2;26;21;22
CM_6wks_0C;15;2;27;21;22
CM_6wks_0C;15;2;28;22;22
CM_6wks_0C;15;2;29;22;22
CM_6wks_0C;15;2;30;22;22
CM_6wks_0C;15;2;31;22;22
CM_6wks_0C;15;2;32;22;22
CM_6wks_0C;15;2;33;22;22
CM_6wks_0C;15;2;34;22;22
CM_6wks_0C;15;2;35;22;22
CM_6wks_0C;15;2;36;22;22
CM_6wks_0C;15;2;37;22;22
CM_6wks_0C;15;2;38;22;22
CM_6wks_0C;15;2;39;22;22
CM_6wks_0C;15;2;40;22;22
CM_6wks_0C;15;2;41;22;22
CM_6wks_0C;15;2;42;22;22
CM_6wks_0C;15;2;43;22;22
CM_6wks_0C;15;2;44;22;22
CM_6wks_0C;15;2;45;22;22
CM_6wks_0C;15;2;46;22;22
CM_6wks_0C;15;2;47;22;22
CM_6wks_0C;15;2;48;22;22
CM_6wks_0C;15;2;49;22;22
CM_6wks_0C;15;2;50;22;22
CM_6wks_0C;15;2;51;22;22
CM_6wks_0C;15;2;52;22;22
CM_6wks_0C;15;2;53;22;22
CM_6wks_0C;15;2;54;22;22
CM_6wks_0C;15;2;55;22;22
CM_6wks_0C;15;2;56;22;22
CM_6wks_0C;15;2;57;22;22
CM_6wks_0C;15;2;58;22;22
CM_6wks_0C;15;2;59;22;22
CM_6wks_0C;15;2;60;22;22
CM_6wks_0C;15;2;61;22;22
CM_6wks_0C;15;2;62;22;22
CM_6wks_0C;15;2;63;22;22
CM_6wks_0C;15;2;64;22;22
CM_6wks_0C;15;2;65;22;22
CM_6wks_0C;15;2;66;22;22
CM_6wks_0C;15;2;67;22;22
CM_6wks_0C;15;2;68;22;22
CM_6wks_0C;15;2;69;22;22
CM_6wks_0C;15;2;70;22;22
CM_6wks_0C;15;2;71;22;22
CM_6wks_0C;15;2;72;22;22
CM_6wks_0C;15;2;73;22;22
CM_6wks_0C;15;2;74;22;22
CM_6wks_0C;15;2;75;22;22
CM_6wks_0C;15;2;76;22;22
CM_6wks_0C;15;2;77;22;22
CM_6wks_0C;15;2;78;22;22
CM_6wks_0C;15;2;79;22;22
CM_6wks_0C;15;2;80;22;22
CM_6wks_0C;15;2;81;22;22
CM_6wks_0C;15;2;82;22;22
CM_6wks_0C;15;2;83;22;22
CM_6wks_0C;15;2;84;22;22
CM_6wks_0C;15;3;1;0;22
CM_6wks_0C;15;3;2;0;22
CM_6wks_0C;15;3;3;0;22
CM_6wks_0C;15;3;4;0;22
CM_6wks_0C;15;3;5;0;22
CM_6wks_0C;15;3;6;0;22
CM_6wks_0C;15;3;7;0;22
CM_6wks_0C;15;3;8;0;22
CM_6wks_0C;15;3;9;0;22
CM_6wks_0C;15;3;10;15;22
CM_6wks_0C;15;3;11;15;22
CM_6wks_0C;15;3;12;17;22
CM_6wks_0C;15;3;13;17;22
CM_6wks_0C;15;3;14;18;22
CM_6wks_0C;15;3;15;18;22
CM_6wks_0C;15;3;16;18;22
CM_6wks_0C;15;3;17;18;22
CM_6wks_0C;15;3;18;18;22
CM_6wks_0C;15;3;19;18;22
CM_6wks_0C;15;3;20;18;22
CM_6wks_0C;15;3;21;18;22
CM_6wks_0C;15;3;22;18;22
CM_6wks_0C;15;3;23;18;22
CM_6wks_0C;15;3;24;18;22
CM_6wks_0C;15;3;25;18;22
CM_6wks_0C;15;3;26;18;22
CM_6wks_0C;15;3;27;18;22
CM_6wks_0C;15;3;28;18;22
CM_6wks_0C;15;3;29;18;22
CM_6wks_0C;15;3;30;19;22
CM_6wks_0C;15;3;31;19;22
CM_6wks_0C;15;3;32;19;22
CM_6wks_0C;15;3;33;19;22
CM_6wks_0C;15;3;34;19;22
CM_6wks_0C;15;3;35;19;22
CM_6wks_0C;15;3;36;19;22
CM_6wks_0C;15;3;37;19;22
CM_6wks_0C;15;3;38;19;22
CM_6wks_0C;15;3;39;19;22
CM_6wks_0C;15;3;40;19;22
CM_6wks_0C;15;3;41;19;22
CM_6wks_0C;15;3;42;19;22
CM_6wks_0C;15;3;43;19;22
CM_6wks_0C;15;3;44;19;22
CM_6wks_0C;15;3;45;19;22
CM_6wks_0C;15;3;46;19;22
CM_6wks_0C;15;3;47;19;22
CM_6wks_0C;15;3;48;19;22
CM_6wks_0C;15;3;49;19;22
CM_6wks_0C;15;3;50;19;22
CM_6wks_0C;15;3;51;19;22
CM_6wks_0C;15;3;52;19;22
CM_6wks_0C;15;3;53;19;22
CM_6wks_0C;15;3;54;19;22
CM_6wks_0C;15;3;55;19;22
CM_6wks_0C;15;3;56;19;22
CM_6wks_0C;15;3;57;19;22
CM_6wks_0C;15;3;58;19;22
CM_6wks_0C;15;3;59;19;22
CM_6wks_0C;15;3;60;19;22
CM_6wks_0C;15;3;61;19;22
CM_6wks_0C;15;3;62;19;22
CM_6wks_0C;15;3;63;19;22
CM_6wks_0C;15;3;64;19;22
CM_6wks_0C;15;3;65;19;22
CM_6wks_0C;15;3;66;19;22
CM_6wks_0C;15;3;67;19;22
CM_6wks_0C;15;3;68;19;22
CM_6wks_0C;15;3;69;19;22
CM_6wks_0C;15;3;70;19;22
CM_6wks_0C;15;3;71;19;22
CM_6wks_0C;15;3;72;19;22
CM_6wks_0C;15;3;73;19;22
CM_6wks_0C;15;3;74;19;22
CM_6wks_0C;15;3;75;19;22
CM_6wks_0C;15;3;76;19;22
CM_6wks_0C;15;3;77;19;22
CM_6wks_0C;15;3;78;19;22
CM_6wks_0C;15;3;79;19;22
CM_6wks_0C;15;3;80;19;22
CM_6wks_0C;15;3;81;19;22
CM_6wks_0C;15;3;82;19;22
CM_6wks_0C;15;3;83;19;22
CM_6wks_0C;15;3;84;19;22
CM_6wks_0C;15;4;1;0;21
CM_6wks_0C;15;4;2;0;21
CM_6wks_0C;15;4;3;0;21
CM_6wks_0C;15;4;4;0;21
CM_6wks_0C;15;4;5;0;21
CM_6wks_0C;15;4;6;0;21
CM_6wks_0C;15;4;7;0;21
CM_6wks_0C;15;4;8;0;21
CM_6wks_0C;15;4;9;0;21
CM_6wks_0C;15;4;10;12;21
CM_6wks_0C;15;4;11;14;21
CM_6wks_0C;15;4;12;15;21
CM_6wks_0C;15;4;13;15;21
CM_6wks_0C;15;4;14;15;21
CM_6wks_0C;15;4;15;17;21
CM_6wks_0C;15;4;16;18;21
CM_6wks_0C;15;4;17;19;21
CM_6wks_0C;15;4;18;19;21
CM_6wks_0C;15;4;19;19;21
CM_6wks_0C;15;4;20;19;21
CM_6wks_0C;15;4;21;19;21
CM_6wks_0C;15;4;22;19;21
CM_6wks_0C;15;4;23;19;21
CM_6wks_0C;15;4;24;19;21
CM_6wks_0C;15;4;25;19;21
CM_6wks_0C;15;4;26;19;21
CM_6wks_0C;15;4;27;19;21
CM_6wks_0C;15;4;28;19;21
CM_6wks_0C;15;4;29;19;21
CM_6wks_0C;15;4;30;19;21
CM_6wks_0C;15;4;31;19;21
CM_6wks_0C;15;4;32;19;21
CM_6wks_0C;15;4;33;19;21
CM_6wks_0C;15;4;34;19;21
CM_6wks_0C;15;4;35;19;21
CM_6wks_0C;15;4;36;19;21
CM_6wks_0C;15;4;37;19;21
CM_6wks_0C;15;4;38;19;21
CM_6wks_0C;15;4;39;19;21
CM_6wks_0C;15;4;40;19;21
CM_6wks_0C;15;4;41;19;21
CM_6wks_0C;15;4;42;19;21
CM_6wks_0C;15;4;43;19;21
CM_6wks_0C;15;4;44;19;21
CM_6wks_0C;15;4;45;19;21
CM_6wks_0C;15;4;46;19;21
CM_6wks_0C;15;4;47;19;21
CM_6wks_0C;15;4;48;19;21
CM_6wks_0C;15;4;49;19;21
CM_6wks_0C;15;4;50;19;21
CM_6wks_0C;15;4;51;19;21
CM_6wks_0C;15;4;52;20;21
CM_6wks_0C;15;4;53;20;21
CM_6wks_0C;15;4;54;20;21
CM_6wks_0C;15;4;55;20;21
CM_6wks_0C;15;4;56;20;21
CM_6wks_0C;15;4;57;20;21
CM_6wks_0C;15;4;58;20;21
CM_6wks_0C;15;4;59;20;21
CM_6wks_0C;15;4;60;20;21
CM_6wks_0C;15;4;61;20;21
CM_6wks_0C;15;4;62;20;21
CM_6wks_0C;15;4;63;20;21
CM_6wks_0C;15;4;64;20;21
CM_6wks_0C;15;4;65;20;21
CM_6wks_0C;15;4;66;20;21
CM_6wks_0C;15;4;67;20;21
CM_6wks_0C;15;4;68;20;21
CM_6wks_0C;15;4;69;20;21
CM_6wks_0C;15;4;70;20;21
CM_6wks_0C;15;4;71;20;21
CM_6wks_0C;15;4;72;20;21
CM_6wks_0C;15;4;73;20;21
CM_6wks_0C;15;4;74;20;21
CM_6wks_0C;15;4;75;20;21
CM_6wks_0C;15;4;76;20;21
CM_6wks_0C;15;4;77;20;21
CM_6wks_0C;15;4;78;20;21
CM_6wks_0C;15;4;79;20;21
CM_6wks_0C;15;4;80;20;21
CM_6wks_0C;15;4;81;20;21
CM_6wks_0C;15;4;82;20;21
CM_6wks_0C;15;4;83;20;21
CM_6wks_0C;15;4;84;20;21
